timestamp,user_id,video_id,watch_time
1.80303E+12,h7pMfBTwvVzh9g6H43p9B2,5f59a816c26928003425ea0b,655.36
1.80303E+12,PyGvsGVYvy8sREFywQrgef,5f28cdae0500af00348c6922,1179.65
1.80303E+12,GCUxXvicdcneGFDK4RDdKG,5f5b0e6fc26928003425ebd4,0
1.80303E+12,bFX5WqUkxpva4HNRopcqaS,5f84521e24a01f00376ec578,0
1.80303E+12,Y4NY4sPVYNjrJCJdCQJD3B,5f5621eac26928003425e7c1,655.36
1.80302E+12,DvpPB5j6VhsoyokNZ7zEZX,5f7e93cc00ae34282f15eeb7,1441.79
1.80303E+12,keRLPeHAS4sZxMYn9AoEVN,5f5b0e6fc26928003425ebd4,393.22
1.80303E+12,AzULi4F7MBQb7fCDEotpEu,5f35118775e3780034b44dec,1048.58
